player,nation,minutes,goals,npg,npxg,age
Julian Chabot,GER,1700,0,0,,28
Julian Niehues,GER,1107,3,3,,24
Julian Ryerson,NOR,1482,0,0,,28
Julien Le Cardinal,FRA,328,1,1,,28
Julien López,ALG,45,0,0,,34
Julio Diaz,ESP,90,0,0,,21
Julio Enciso,PAR,1312,1,1,,22
Julio Soler,ARG,35,0,0,,21
Julián Malatini,ARG,462,0,0,,24
Julián Vignolo,ARG,194,2,2,,19
Julián Álvarez,ARG,1780,8,6,,26
Jun'ai Byfield,ENG,1,0,0,,17
Junior Adamu,AUT,446,1,1,,24
Junior Ajayi,CIV,1,0,0,,21
Junior Diaz,CIV,1116,0,0,,22
Junior Dina Ebimbe,CMR,644,2,2,,25
Junior Firpo,DOM,606,0,0,,29
Junior Messias,BRA,400,3,2,,34
Junior Mwanga,FRA,1472,1,1,,22
Jurgen Ekkelenkamp,NED,1651,3,3,,25
Jurriën Timber,NED,2417,3,3,,24
Justin Bijlow,NED,630,0,0,,28
Justin Bourgault,FRA,16,0,0,,20
Justin Devenny,NIR,603,1,0,,22
Justin Kluivert,NED,919,2,2,,26
Justin Njinmah,GER,1314,4,4,,25
Justin-Noël Kalumba,FRA,224,0,0,,21
Jusuf Gazibegović,BIH,23,0,0,,25
Jérémy Jacquet,FRA,1671,0,0,,20
Jørgen Strand Larsen,NOR,1811,4,3,,26
Kacper Potulski,POL,761,1,1,,18
Kaden Rodney,ENG,4,0,0,,21
Kader Meïté,FRA,535,3,3,,18
Kai Havertz,GER,204,0,0,,26
Kaishu Sano,JPN,2249,1,1,,25
Kamaldeen Sulemana,GHA,867,2,2,,24
Kamil Grabara,POL,2250,0,0,,27
Kamory Doumbia,MLI,1425,5,5,,23
Kaoru Mitoma,JPN,1411,2,2,,28
Kareem Tunde,ESP,670,0,0,,20
Karim Adeyemi,GER,1009,5,5,,24
Karl Darlow,WAL,1170,0,0,,35
Karl Etta Eyong,CMR,1584,6,6,,22
Karl Jakob Hein,EST,180,0,0,,23
Karl-Johan Johnsson,SWE,90,0,0,,36
Karol Mets,EST,1482,0,0,,32
Kassoum Ouattara,FRA,959,0,0,,21
Kauã Santos,BRA,1084,0,0,,22
Kaïl Boudache,FRA,292,1,1,,19
Keane Lewis-Potter,ENG,1165,3,3,,25
Keinan Davis,ENG,1635,9,5,,28
Keke Topp,GER,593,1,1,,21
Kelvin Amian,FRA,1870,0,0,,28
Kenan Yıldız,TUR,2209,9,8,,20
Kendry Páez,ECU,424,1,1,,18
Kenneth Taylor,NED,691,1,1,,23
Kenny Lala,MAD,2137,0,0,,34
Kenny Quetant,FRA,366,1,1,,19
Kenny Tete,NED,1701,1,1,,30
Kento Shiogai,JPN,267,1,1,,20
Kervin Arriaga,HON,1134,1,1,,28
Keven Schlotterbeck,GER,1745,0,0,,28
Kevin,BRA,908,1,1,,23
Kevin Akpoguma,NGA,43,0,0,,30
Kevin Carlos,ESP,751,0,0,,24
Kevin Danso,AUT,753,0,0,,27
Kevin De Bruyne,BEL,578,4,1,,34
Kevin Diks,IDN,1862,4,0,,29
Kevin Kampl,SVN,3,0,0,,35
Kevin Paredes,USA,156,0,0,,22
Kevin Schade,GER,2063,7,7,,24
Kevin Stöger,AUT,777,0,0,,32
Kevin Trapp,GER,1260,0,0,,35
Khalis Merah,FRA,755,0,0,,19
Khvicha Kvaratskhelia,GEO,1083,4,4,,25
Khéphren Thuram,FRA,1922,2,2,,24
Ki-Jana Hoever,NED,425,0,0,,24
Kialonda,ANG,1828,0,0,,28
Kieran Trippier,ENG,1392,0,0,,35
Kiernan Dewsbury-Hall,ENG,1827,6,6,,27
Kieron Bowie,SCO,403,1,1,,23
Kike Barja,ESP,228,1,1,,28
Kike Salas,ESP,1303,1,1,,23
Kiko Femenía,ESP,1619,1,1,,35
Kiké,ESP,1087,5,4,,36
Kilian Fischer,GER,800,0,0,,25
Kim Min-jae,KOR,1038,1,1,,29
Kingsley Ehizibue,NED,1063,0,0,,30
Kobbie Mainoo,ENG,942,0,0,,20
Koffi Kouao,CIV,1771,1,1,,27
Kojo Peprah Oppong,GHA,1885,1,1,,21
Koke,ESP,1545,2,2,,34
Koki Machida,JPN,44,0,0,,28
Konan N'dri,CIV,344,2,2,,25
Koni De Winter,BEL,1368,1,1,,23
Konrad Laimer,AUT,1426,3,3,,28
Konstantinos Koulierakis,GRE,1763,1,1,,22
Konstantinos Mavropanos,GRE,1724,0,0,,28
Kosta Nedeljković,SRB,251,0,0,,20
Kostas Tsimikas,GRE,503,0,0,,29
Kristian Thorstvedt,NOR,1560,3,3,,26
Kristijan Jakić,CRO,1387,1,1,,28
Kristjan Asllani,ALB,1129,0,0,,24
Kristoffer Ajer,NOR,1609,0,0,,27
Kristoffer Lund,USA,1612,0,0,,23
Krépin Diatta,SEN,846,0,0,,27
Kwasi Sibo,GHA,1065,0,0,,27
Kwon Hyeokkyu,KOR,753,0,0,,24
Kyle Walker,ENG,2371,0,0,,35
Kyle Walker-Peters,ENG,959,1,1,,28
Kylian Mbappé,FRA,2020,23,15,,27
Kyllian Antonio,FRA,121,0,0,,18
Kévin Danois,FRA,2024,2,2,,21
Kōta Takai,JPN,337,0,0,,21
Ladislav Krejčí,CZE,2127,2,2,,26
Lamare Bogarde,NED,717,0,0,,22
Lameck Banda,ZAM,1058,3,3,,25
Lamine Camara,SEN,1205,0,0,,22
Lamine Sy,MTN,985,0,0,,23
Lamine Yamal,ESP,1933,14,12,,18
Lancinet Kourouma,GUI,43,0,0,,21
Lander Astiazaran,ESP,1,0,0,,19
Lander Pinillos,ESP,2,0,0,,22
Lanroy Machine,FRA,231,0,0,,20
Largie Ramazani,BEL,548,4,1,,25
Lars Ritzka,GER,557,0,0,,27
Lassana Coulibaly,MLI,1991,3,3,,29
Lasse Rieß,GER,292,0,0,,24
Lassine Sinayoko,MLI,2066,6,3,,26
Lasso Coulibaly,CIV,290,0,0,,23
Laurent Abergel,FRA,1982,1,1,,33
Laurs Skjellerup,DEN,10,0,0,,23
Lautaro Martínez,ARG,1888,14,14,,28
Lautaro Valenti,ARG,1713,0,0,,27
Lazar Jovanović,SRB,40,0,0,,19
Lazar Samardzic,SRB,886,2,2,,24
Leander Dendoncker,BEL,1330,1,1,,30
Leandro Cabrera,URU,2250,3,3,,34
Leandro Trossard,BEL,1677,5,5,,31
Leart Paqarada,KVX,6,0,0,,31
Lee Jae-sung,KOR,1900,3,3,,33
Lee Kang-in,KOR,1101,2,2,,25
Lennard Maloney,USA,443,0,0,,26
Lennart Karl,GER,996,4,4,,18
Lennon Miller,SCO,639,0,0,,19
Leny Yoro,FRA,1435,0,0,,20
Leo Román,ESP,1980,0,0,,25
Leo Skiri Østigård,NOR,1902,4,4,,26
Leon Avdullahu,KVX,2186,0,0,,22
Leon Bailey,JAM,472,0,0,,28
Leon Goretzka,GER,1289,2,2,,31
Leonardo Balerdi,ARG,1360,0,0,,27
Leonardo Bittencourt,GER,276,0,0,,32
Leonardo Pavoletti,ITA,182,0,0,,37
Leonardo Spinazzola,ITA,1495,3,3,,32
Leonidas Stergiou,SUI,150,0,0,,24
Leopold Querfeld,AUT,2250,2,0,,22
Lesley Ugochukwu,FRA,1897,3,3,,21
Lewis Cook,ENG,872,0,0,,29
Lewis Dunk,ENG,2385,0,0,,34
Lewis Ferguson,SCO,1192,1,1,,26
Lewis Hall,ENG,1573,1,1,,21
Lewis Miley,ENG,1136,1,1,,19
Liam Delap,ENG,738,1,1,,23
Lilian Brassier,FRA,1620,0,0,,26
Lilian Raolisoa,FRA,1253,2,2,,25
Linton Maina,GER,624,2,2,,26
Lionel Mpasi,COD,315,0,0,,31
Lisandro Martínez,ARG,908,0,0,,28
Livan Burcu,TUR,310,0,0,,21
Lloyd Kelly,ENG,2129,1,1,,27
Lohann Doucet,FRA,121,1,1,,23
Lorenz Assignon,TOG,771,0,0,,25
Lorenzo Bernasconi,ITA,1175,0,0,,22
Lorenzo Colombo,ITA,1673,6,6,,24
Lorenzo De Silvestri,ITA,289,0,0,,37
Lorenzo Lucca,ITA,529,2,2,,25
Lorenzo Montipò,ITA,2250,0,0,,30
Lorenzo Pellegrini,ITA,1183,3,1,,29
Lorenzo Venturino,ITA,183,0,0,,19
Lorran,BRA,111,1,1,,19
Louis Buffon,CZE,32,0,0,,18
Louis Leroux,FRA,1224,1,1,,20
Louis Mouton,FRA,1619,2,2,,23
Louis Oppie,GER,1406,1,1,,23
Loum Tchaouna,FRA,854,1,1,,22
Love Arrhov,SWE,16,0,0,,17
Lovro Majer,CRO,1264,2,2,,28
Loïc Bade,FRA,1377,0,0,,25
Loïc Nego,HUN,1843,0,0,,35
Loïs Openda,BEL,712,1,1,,26
Luca Jaquez,SUI,552,0,0,,22
Luca Kerber,GER,485,2,2,,23
Luca Koleosho,ITA,277,1,1,,21
Luca Lipani,ITA,677,0,0,,20
Luca Marianucci,ITA,383,0,0,,21
Luca Mazzitelli,ITA,710,2,2,,30
Luca Moro,ITA,181,0,0,,25
Luca Netz,GER,990,0,0,,22
Luca Pellegrini,ITA,1215,0,0,,27
Luca Ranieri,ITA,1677,1,1,,26
Luca Reggiani,ITA,109,0,0,,18
Luca Waldschmidt,GER,514,3,2,,29
Lucas,BRA,1087,0,0,,24
Lucas Ahijado,ESP,972,0,0,,31
Lucas Beltrán,ARG,1098,1,1,,24
Lucas Beraldo,BRA,823,1,1,,22
Lucas Bergström,FIN,450,0,0,,23
Lucas Bergvall,SWE,805,1,1,,20
Lucas Boyé,ARG,1622,9,7,,30
Lucas Cepeda,CHI,275,0,0,,23
Lucas Chevalier,FRA,1530,0,0,,24
Lucas Da Cunha,FRA,1944,3,1,,24
Lucas Digne,FRA,1386,0,0,,32
Lucas Gourna-Douath,FRA,623,0,0,,22
Lucas Hernández,FRA,1161,0,0,,30
Lucas Höler,GER,1448,1,1,,31
Lucas Høgsberg,DEN,1248,0,0,,19
Lucas Michal,FRA,229,0,0,,20
Lucas Paquetá,BRA,1511,4,2,,28
Lucas Perri,BRA,1440,0,0,,28
Lucas Rosier,FRA,2,0,0,,18
Lucas Torró,ESP,1793,0,0,,31
Lucas Tousart,FRA,475,0,0,,28
Lucas Vázquez,ESP,393,1,1,,34
Lucien Agoume,FRA,1935,1,1,,24
Luck Zogbé,CIV,105,0,0,,20
Ludovic Ajorque,FRA,2100,7,7,,32
Ludovic Blas,FRA,901,4,2,,28
Luis Díaz,COL,1986,14,14,,29
Luis Guilherme,BRA,125,0,0,,20
Luis Henrique,BRA,1388,1,1,,24
Luis Milla,ESP,2294,0,0,,31
Luis Rioja,ESP,1828,2,2,,32
Luis Vázquez,ARG,547,2,2,,25
Luiz Felipe,ITA,380,0,0,,28
Luiz Lúcio Reis Júnior,BRA,2160,0,0,,25
Luka Ilić,SRB,597,1,1,,26
Luka Modrić,CRO,2272,2,2,,40
Luka Sučić,CRO,506,1,1,,23
Luka Vušković,CRO,1980,5,4,,19
Luka Đurić,SRB,10,0,0,,22
Lukas Klostermann,GER,6,0,0,,29
Lukas Kübler,GER,1207,2,2,,33
Lukas Nmecha,GER,767,6,4,,27
Lukas Ullrich,GER,1079,0,0,,21
Luke O'Nien,ENG,114,0,0,,31
Luke Shaw,ENG,2435,0,0,,30
Lukáš Hrádecký,FIN,629,0,0,,36
Lutsharel Geertruida,NED,1243,0,0,,25
Lyle Foster,RSA,1161,3,3,,25
Léo Pétrot,FRA,1189,0,0,,28
Léo Scienza,BRA,180,1,1,,27
M'Bala Nzola,ANG,1129,3,1,,29
Maarten Vandevoordt,BEL,332,0,0,,24
Mads Hermansen,DEN,810,0,0,,25
Mads Pedersen,DEN,180,0,0,,29
Maduka Okoye,NGA,1716,0,0,,26
Maghnes Akliouche,FRA,1732,5,5,,24
Mahamadou Nagida,CMR,465,0,0,,20
Mahdi Camara,FRA,1862,3,3,,27
Mahmoud Dahoud,GER,629,2,2,,30
Malang Sarr,FRA,2160,0,0,,27
Malick Fofana,BEL,721,2,2,,20
Malick Mbaye,SEN,300,0,0,,21
Malick Thiaw,GER,2208,4,4,,24
Malik Tillman,USA,1366,4,4,,23
Malo Gusto,FRA,1651,2,2,,22
Malthe Hojholt,DEN,396,0,0,,24
Mama Samba Baldé,GNB,635,2,2,,30
Mamadou Coulibaly,FRA,1066,3,3,,21
Mamadou Sangare,MLI,1738,2,2,,23
Mamadou Sarr,SEN,1397,0,0,,20
Mamoudou Cissokho,FRA,1,0,0,,18
Mandela Keita,BEL,2194,0,0,,23
Manolis Saliakas,GRE,1018,1,1,,29
Manor Solomon,ISR,627,3,3,,26
Manu Bueno,ESP,81,0,0,,21
Manu Fernández,ESP,713,0,0,,24
Manu Koné,FRA,2210,2,2,,24
Manu Morlanes,ESP,1046,1,1,,27
Manu Sánchez,ESP,1993,1,1,,25
Manuel Akanji,SUI,2202,2,2,,30
Manuel De Luca,ITA,16,1,0,,27
Manuel Lazzari,ITA,608,0,0,,32
Manuel Locatelli,ITA,2094,1,1,,28
Manuel Neuer,GER,1620,0,0,,39
Manuel Ugarte,URU,787,0,0,,24
Manuel Ángel,ESP,1,0,0,,21
Marash Kumbulla,ALB,420,0,0,,26
Marc Aguado,ESP,1828,1,1,,26
Marc Bartra,ESP,1677,1,1,,35
Marc Bernal,ESP,383,2,2,,18
Marc Casado,ESP,812,0,0,,22
Marc Cucurella,ESP,1897,1,1,,27
Marc Domenech,ESP,214,0,0,,20
Marc Guiu,ESP,253,0,0,,20
Marc Guéhi,ENG,2430,2,2,,25
Marc Pubill,ESP,776,0,0,,22
Marc Roca,ESP,1536,0,0,,29
Marc-André ter Stegen,GER,180,0,0,,33
Marc-Oliver Kempf,GER,1626,4,4,,31
Marcel Sabitzer,AUT,1195,1,1,,31
Marco Bizot,NED,405,0,0,,34
Marco Brescianini,ITA,630,2,2,,26
Marco Carnesecchi,ITA,2520,0,0,,25
Marco Esteban,ESP,45,0,0,,20
Marco Friedl,AUT,2028,1,1,,27
Marco Grüll,AUT,1626,3,3,,27
Marco Palestra,ITA,2327,1,1,,21
Marco Silvestri,ITA,360,0,0,,35
Marcos Alonso,ESP,1973,1,0,,35
Marcos Llorente,ESP,1753,0,0,,31
Marcos Senesi,ARG,2478,0,0,,28
Marcus Edwards,ENG,872,1,1,,27
Marcus Pedersen,NOR,1516,0,0,,25
Marcus Rashford,ENG,1328,4,4,,28
Marcus Tavernier,ENG,1942,5,3,,26
Marcus Thuram,FRA,1313,7,7,,28
Marcão,BRA,938,1,1,,29
Mariano,DOM,288,0,0,,32
Mariano Troilo,ARG,844,1,1,,22
Marin Ljubicic,CRO,22,2,2,,24
Marin Pongračić,CRO,2289,0,0,,28
Mario Gila,ESP,2017,0,0,,25
Mario Götze,GER,769,0,0,,33
Mario Hermoso,ESP,1292,1,1,,30
Mario Martín,ESP,1527,2,2,,22
Mario Pašalić,CRO,1509,3,3,,31
Mario Sauer,SVK,574,0,0,,21
Marius Broholm,NOR,279,1,0,,21
Marius Bülter,GER,1195,3,3,,32
Marius Courcoul,FRA,353,0,0,,19
Marius Louer,FRA,23,0,0,,18
Marius Marin,ROU,1266,0,0,,27
Marius Wolf,GER,666,1,1,,30
Mark Flekken,NED,1499,0,0,,32
Mark McKenzie,USA,1817,0,0,,27
Marko Dmitrović,SRB,2340,0,0,,34
Marnon Busch,GER,1247,0,0,,31
Maroan Sannadi,MAR,259,1,1,,25
Marquinhos,BRA,782,0,0,,31
Marshall Munetsi,ZIM,1289,4,4,,29
Marten de Roon,NED,1927,1,1,,34
Martial Godo,ENG,1026,7,7,,22
Martijn Kaars,NED,994,3,2,,27
Martim Neto,POR,1104,2,2,,23
Martin Baturina,CRO,883,5,5,,23
Martin Dúbravka,SVK,2610,0,0,,37
Martin Frese,DEN,1692,2,2,,28
Martin Nogoto Bley,BFA,1,0,0,,20
Martin Satriano,URU,1395,5,5,,25
Martin Terrier,FRA,622,4,4,,29
Martin Valjent,SVK,2430,0,0,,30
Martin Vitík,CZE,1041,0,0,,23
Martin Ødegaard,NOR,1076,1,1,,27
Martín Payero,ARG,1234,1,1,,27
Martín Zubimendi,ESP,2523,5,5,,27
Marvin Friedrich,GER,149,0,0,,30
Marvin Pieringer,GER,1068,2,2,,26
Marvin Schwäbe,GER,2250,0,0,,30
Marvin Senaya,TOG,1512,1,1,,25
Mason Greenwood,ENG,1891,15,10,,24
Mason Mount,ENG,816,3,3,,27
Massimo Pessina,ITA,83,0,0,,18
Mateo Joseph,ESP,1498,2,2,,22
Mateo Kovačić,CRO,5,0,0,,31
Mateo Pellegrino,ARG,2295,7,6,,25
Mateu Morey,ESP,629,1,1,,26
Mateus Fernandes,POR,2212,3,3,,21
Mateus Lusuardi,BRA,198,0,0,,22
Mateus Mane,POR,1241,2,2,,18
Matheus Cunha,BRA,1898,6,6,,26
Matheus Nunes,POR,2175,1,1,,27
Mathew Ryan,AUS,2250,0,0,,33
Mathias Honsak,AUT,999,0,0,,29
Mathias Jensen,DEN,1473,2,2,,30
Mathias Løvik,NOR,471,0,0,,22
Mathias Pereira Lage,POR,1606,1,1,,29
Mathias Rasmussen,NOR,288,0,0,,28
Mathieu Acapandié,MAD,13,0,0,,21
Mathieu Cafaro,FRA,147,0,0,,28
Mathis Amougou,FRA,272,0,0,,20
Mathis Jangeal,FRA,11,0,0,,17
Mathis Saka,FRA,8,0,0,,19
Mathys De Carvalho,FRA,288,0,0,,20
Mathys Silestrie,FRA,90,0,0,,20
Mathys Tel,FRA,766,3,3,,20
Mathías Olivera,URU,798,0,0,,28
Matias Fernandez-Pardo,BEL,1580,4,4,,21
Matias Moreno,ARG,1397,0,0,,22
Mats Wieffer,NED,1391,0,0,,26
Matt Doherty,IRL,702,0,0,,34
Matt O'Riley,DEN,927,2,1,,25
Matteo Bianchetti,ITA,1674,0,0,,32
Matteo Cancellieri,ITA,1227,3,3,,24
Matteo Darmian,ITA,73,0,0,,36
Matteo Gabbia,ITA,1990,0,0,,26
Matteo Lavelli,ITA,8,0,0,,19
Matteo Palma,GER,120,0,0,,17
Matteo Politano,ITA,1583,0,0,,32
Matteo Prati,ITA,1548,1,1,,22
Matteo Ruggeri,ITA,1234,0,0,,23
Matthias Ginter,GER,2160,2,2,,32
Matthieu Udol,FRA,2237,0,0,,29
Matthijs de Ligt,NED,1170,1,1,,26
Matthis Abline,FRA,1902,4,4,,22
Mattia Felici,ITA,411,2,2,,24
Mattia Perin,ITA,450,0,0,,33
Mattia Viti,ITA,265,0,0,,24
Mattia Zaccagni,ITA,1780,3,3,,30
Mattias Svanberg,SWE,743,3,3,,27
Matty Cash,POL,2351,3,3,,28
Mattéo Guendouzi,FRA,1428,2,2,,26
Mattéo Tramoni,FRA,1222,2,1,,26
Matvei Safonov,RUS,720,0,0,,27
Matz Sels,BEL,1858,0,0,,34
Matìas Soulé,ARG,1675,6,6,,22
Matías Dituro,ARG,990,0,0,,38
Matías Pérez,CHI,31,0,0,,20
Matías Vecino,URU,675,0,0,,34
Mauro Arambarri,URU,2383,5,3,,30
Max Alleyne,ENG,135,0,0,,20
Max Dowman,ENG,29,0,0,,16
Max Finkgräfe,GER,131,0,0,,21
Max Kilman,ENG,1561,0,0,,28
Max Moerstedt,GER,370,2,2,,20
Max Oyedele,POL,14,0,0,,21
Max Rosenfelder,GER,492,0,0,,23
Maxence Caqueret,FRA,1114,2,2,,26
Maxence Lacroix,FRA,2395,1,1,,25
Maxim De Cuyper,BEL,1137,2,2,,25
Maxim Leitsch,GER,162,0,0,,27
Maxima Goffi,FRA,39,0,0,,18
Maxime Colin,FRA,1279,0,0,,34
Maxime Dupé,FRA,720,0,0,,33
Maxime Estève,FRA,2238,0,0,,23
Maxime Lopez,FRA,1686,0,0,,28
Maximilian Arnold,GER,1814,1,1,,31
Maximilian Beier,GER,1352,8,8,,23
Maximilian Eggestein,GER,2250,2,2,,29
Maximilian Mittelstädt,GER,1595,4,1,,28
Maxwel Cornet,CIV,108,0,0,,29
Mayckel Lahdo,SWE,415,1,1,,23
Maycon Cardozo,BRA,30,0,0,,17
Mbwana Samatta,TAN,933,0,0,,33
Medon Berisha,ALB,871,2,2,,22
Mehdi Léris,ALG,1217,1,1,,27
Melker Ellborg,SWE,90,0,0,,22
Melvin Bard,FRA,1716,1,1,,25
Melvin Zinga,FRA,180,0,0,,23
Merlin Röhl,GER,425,0,0,,23
Mert Kömür,GER,1305,2,2,,20
Michael Amir Murillo,PAN,989,2,2,,30
Michael Folorunsho,ITA,1426,2,2,,28
Michael Gregoritsch,AUT,414,3,2,,31
Michael Kayode,ITA,2448,0,0,,21
Michael Keane,ENG,1957,3,3,,33
Michael Olise,FRA,1790,10,10,,24
Michael Zetterer,GER,1166,0,0,,30
Michel Aebischer,SUI,2202,1,1,,29
Michel Mboula,GAB,502,0,0,,22
Michel Ndary Adopo,FRA,2268,1,1,,25
Michele Collocolo,ITA,308,0,0,,26
Michele Di Gregorio,ITA,2070,0,0,,28
Michy Batshuayi,BEL,139,1,0,,32
Micky van de Ven,NED,2366,4,4,,24
Miguel Gutiérrez,ESP,881,1,1,,24
Miguel Román,ESP,1311,1,1,,23
Miguel Ángel Rubio,ESP,158,1,1,,27
Miguel Ángel Sierra,ESP,62,0,0,,21
Mihailo Ristić,SRB,251,0,0,,30
Mika Biereth,DEN,983,2,2,,23
Mikael Ellertsson,ISL,2003,1,1,,23
Mikayil Ngor Faye,SEN,262,0,0,,21
Mike Maignan,FRA,2395,0,0,,30
Mike Penders,BEL,2160,0,0,,20
Mike Trésor,BEL,23,0,0,,26
Mikel Goti,ESP,76,0,0,,23
Mikel Jauregizar,ESP,2176,2,2,,22
Mikel Merino,ESP,1007,4,4,,29
Mikel Oyarzabal,ESP,2006,11,7,,28
Mikel Vesga,ESP,339,0,0,,32
Mikkel Damsgaard,DEN,1504,3,3,,25
Mikkel Kaufmann,DEN,494,1,1,,25
Milan Đurić,BIH,302,0,0,,35
Mile Svilar,SRB,2520,0,0,,26
Milos Kerkez,HUN,1953,1,1,,22
Mio Backhaus,GER,2070,0,0,,21
Miro Muheim,SUI,2090,0,0,,27
Mohamadou Kanté,FRA,28,0,0,,20
Mohamed Ali Cho,FRA,1204,4,4,,22
Mohamed Amine Sbai,FRA,1174,2,2,,25
Mohamed Amoura,ALG,1444,8,7,,25
Mohamed Bamba,CIV,682,1,1,,24
Mohamed Benoit Dao,FRA,2,0,0,,19
Mohamed Kaba,FRA,1076,0,0,,24
Mohamed Salah,EGY,1792,5,4,,33
Mohammed Kudus,GHA,1535,2,2,,25
Mohammed Salisu,GHA,1080,1,1,,26
Moi Gómez,ESP,935,0,0,,31
Moise Kean,ITA,1876,8,6,,26
Moisés Caicedo,ECU,2044,3,3,,24
Montassar Talbi,TUN,2160,0,0,,27
Montrell Culbreath,GER,109,1,1,,18
Morato,BRA,941,0,0,,24
Morgan Bokelé Mputu,CMR,227,0,0,,21
Morgan Gibbs-White,ENG,2475,8,7,,26
Morgan Guilavogui,GUI,491,1,1,,27
Morgan Rogers,ENG,2587,8,8,,23
Morgan Sanson,FRA,1169,0,0,,31
Moritz Jenz,GER,1516,1,1,,26
Moritz Nicolas,GER,2250,0,0,,28
Morten Frendrup,DEN,2286,1,1,,24
Morten Thorsby,NOR,1152,3,3,,29
Mory Diaw,SEN,1845,0,0,,32
Moses Simon,NGA,1456,3,3,,30
Mostafa Mohamed,EGY,989,3,3,,28
Mouctar Diakhaby,GUI,543,1,1,,29
Mourad El Ghezouani,MAR,50,0,0,,27
Moussa Diarra,MLI,216,0,0,,25
Moussa Niakhate,SEN,1949,0,0,,30
Moustapha Mbow,SEN,2087,0,0,,26
Moïse Bombito,CAN,145,0,0,,25
Muhammed Damar,GER,259,0,0,,21
Murillo,BRA,1819,1,1,,23
Musa Al-Taamari,JOR,1569,3,3,,28
Myles Lewis-Skelly,ENG,321,0,0,,19
Myles Peart-Harris,ENG,1,0,0,,23
Máximo Perrone,ARG,2029,2,2,,23
Mërgim Vojvoda,KVX,1456,2,2,,31
Nabil Bentaleb,ALG,837,2,1,,31
Nacho Pérez,ESP,80,0,0,,17
Nacho Vidal,ESP,1322,0,0,,31
Nadiem Amiri,GER,1646,10,3,,29
Nadir Zortea,ITA,1442,0,0,,26
Nahuel Estévez,ARG,894,0,0,,30
Nahuel Molina,ARG,923,0,0,,27
Nahuel Tenaglia,ARG,2250,1,1,,30
Naouirou Ahamada,FRA,348,0,0,,23
Natan,BRA,2074,0,0,,25
Nathan Aké,NED,495,0,0,,31
Nathan Collins,IRL,2165,1,1,,24
Nathan Mbala,,69,1,1,,18
Nathan Ngoy,BEL,1685,1,1,,22
Nathan Patterson,SCO,240,0,0,,24
Nathan Tella,NGA,446,0,0,,26
Nathaniel Adjei,GHA,222,0,0,,23
Nathaniel Brown,GER,1891,3,3,,22
Nathaniel Clyne,ENG,495,0,0,,34
Nayef Aguerd,MAR,1576,1,1,,29
Neal Maupay,FRA,318,1,1,,29
Neco Williams,WAL,2438,1,1,,24
Nehemiah Oriola,ENG,1,0,0,,18
Neil El Aynaoui,MAR,607,0,0,,24
Nelson Deossa,COL,602,0,0,,26
Nelson Weiper,GER,470,0,0,,20
Nemanja Gudelj,SRB,1680,1,1,,34
Nemanja Matić,SRB,2080,1,1,,37
Nesta Elphege,FRA,35,0,0,,25
Ngal'Ayel Mukau,COD,906,1,1,,21
Nhoa Sangui,FRA,1104,0,0,,20
Niccolò Fortini,ITA,541,0,0,,20
Niccolò Pisilli,ITA,668,1,1,,21
Nicholas Pierini,ITA,142,0,0,,27
Nick Pope,ENG,1966,0,0,,33
Nick Woltemade,GER,1624,7,6,,24
Niclas Füllkrug,GER,753,1,1,,33
Nico Elvedi,SUI,2250,0,0,,29
Nico O’Reilly,ENG,2043,4,4,,20
Nico Schlotterbeck,GER,1710,4,4,,26
Nico Williams,ESP,1308,4,3,,23
Nicola Leali,ITA,1712,0,0,,33
Nicola Zalewski,POL,1332,2,2,,24
Nicolae Stanciu,ROU,180,0,0,,32
Nicolai Remberg,GER,2160,0,0,,25
Nicolas Cozza,FRA,1581,0,0,,27
Nicolas Fonseca,URU,326,0,0,,27
Nicolas Höfler,GER,82,0,0,,36
Nicolas Jackson,SEN,539,4,4,,24
Nicolas Pépé,CIV,1688,3,3,,30
Nicolas Seiwald,AUT,2119,0,0,,24
Nicolas-Gerrit Kühn,GER,631,1,1,,26
Nicolás Capaldo,ARG,1540,1,1,,28
Nicolás Domínguez,ARG,889,1,1,,27
Nicolás González,ARG,1181,3,3,,27
Nicolás González,ESP,1376,1,1,,24
Nicolás Paz,ARG,2217,9,9,,21
Nicolás Serrano,ESP,313,1,1,,23
Nicolás Tagliafico,ARG,1129,0,0,,33
Nicolás Valentini,ARG,839,0,0,,24
Nicolò Barella,ITA,1829,1,1,,29
Nicolò Bertola,ITA,1640,0,0,,22
Nicolò Cambiaghi,ITA,1241,3,3,,25
Nicolò Casale,ITA,588,0,0,,28
Nicolò Cavuoti,ITA,44,0,0,,22
Nicolò Fagioli,ITA,1890,1,1,,25
Nicolò Rovella,ITA,343,0,0,,24
Nicolò Savona,ITA,1028,2,2,,22
Nicolò Zaniolo,ITA,1576,5,5,,26
Nidal Celik,BIH,315,0,0,,19
Niels Nkounkou,FRA,320,0,0,,25
Niklas Dorsch,GER,1602,0,0,,28
Niklas Stark,GER,571,0,0,,30
Niklas Süle,GER,442,0,0,,30
Nikola Krstović,MNE,1116,7,7,,25
Nikola Milenković,SRB,2610,0,0,,28
Nikola Moro,CRO,1302,2,2,,27
Nikola Vasilj,BIH,2250,0,0,,30
Nikola Vlašić,CRO,2159,6,3,,28
Nikola Štulić,SRB,1405,3,2,,24
Nikolas Nartey,DEN,887,2,2,,26
Nikolas Veratschnig,AUT,427,0,0,,23
Nils Zätterström,SWE,1,0,0,,20
