player,nation,minutes,goals,npg,npxg,age
Jordan Ayew,GHA,2543,4,4,,31
Jordan Beyer,GER,1234,0,0,,23
Jordan Clark,ENG,1304,1,1,,29
Jordan Ferri,FRA,2031,1,1,,31
Jordan Lotomba,SUI,1804,1,1,,24
Jordan Pefok,USA,1447,5,5,,27
Jordan Pickford,ENG,3420,0,0,,29
Jordan Veretout,FRA,2183,1,1,,30
Jordan Zemura,ZIM,1038,1,1,,23
Jordi,ESP,573,0,0,,22
Jordi Mboula,ESP,307,0,0,,24
Jordy Makengo,FRA,1026,0,0,,21
Jorge Cuenca,ESP,1963,3,3,,23
Jorge Herrando,ESP,1644,0,0,,22
Jorge Meré,ESP,673,0,0,,26
Jorge Moreno,ESP,15,0,0,,22
Jorge de Frutos,ESP,1549,2,2,,26
Jorginho,ITA,921,0,0,,31
Joris Chotard,FRA,2587,0,0,,21
Joseba Zaldúa,ESP,704,0,0,,31
Joselu,ESP,1687,10,10,,33
Josep Martinez,ESP,3239,0,0,,25
Joseph Aidoo,GHA,407,0,0,,27
Joseph Johnson,ENG,77,0,0,,17
Joseph Nduquidi,FRA,751,0,0,,18
Joseph Nonge,BEL,24,0,0,,18
Joseph Okumu,KEN,1743,1,1,,26
Josh Brownhill,ENG,2252,4,4,,27
Josh Cullen,IRL,2057,2,2,,27
Josh Dasilva,ENG,24,0,0,,24
Josh Doig,SCO,2173,0,0,,21
Josh Wilson-Esbrand,ENG,461,1,1,,20
Josha Vagnoman,GER,1183,2,2,,22
Joshua Acheampong,ENG,6,0,0,,17
Joshua Kimmich,GER,2176,1,1,,28
Joshua M'Bahia,CIV,14,0,0,,18
Joshua Zirkzee,NED,2759,11,9,,22
Josip Brekalo,CRO,652,1,1,,25
Josip Juranović,CRO,1294,0,0,,27
Josip Stanišić,CRO,1261,3,3,,23
Josuha Guilavogui,FRA,409,0,0,,32
Josué Casimir,HAI,2016,0,0,,21
José Arnaiz,ESP,929,2,2,,28
José Callejón,ESP,803,0,0,,36
José Campaña,ESP,171,0,0,,30
José Luis García Vayá,ESP,3302,7,0,,24
José Luis Gayà,ESP,1791,1,1,,28
José Luis Morales,ESP,1048,7,7,,36
José Luis Palomino,ARG,27,0,0,,33
José Mari,ESP,14,0,0,,35
José María Giménez,URU,1326,0,0,,28
José Pozo,ESP,19,0,0,,27
José Sá,POR,3037,0,0,,30
Jovan Milošević,SRB,28,0,0,,18
Jovane Cabral,CPV,678,1,1,,25
João Cancelo,POR,2503,2,2,,29
João Costa,BRA,14,0,0,,18
João Ferreira,POR,1822,0,0,,22
João Félix,POR,1540,7,7,,23
João Gomes,BRA,2649,2,2,,22
João Palhinha,POR,2699,4,4,,28
João Pedro,BRA,2045,9,5,,21
Joël Matip,CMR,781,0,0,,31
Joël Veltman,NED,1588,1,1,,31
Joško Gvardiol,CRO,2328,4,4,,21
Juan Cruz,ARG,109,0,0,,24
Juan Cruz,ESP,76,0,0,,23
Juan Cruz Armada,ESP,1667,0,0,,31
Juan Cuadrado,COL,267,0,0,,35
Juan David Cabal,COL,1497,0,0,,22
Juan Foyth,ARG,1062,1,1,,25
Juan Herzog,ESP,292,2,2,,20
Juan Jesus,BRA,2116,1,1,,32
Juan Miranda,ESP,1858,1,1,,23
Juan Musso,ARG,990,0,0,,29
Juanlu Sánchez,ESP,1181,0,0,,19
Juanmi,ESP,873,3,3,,30
Juanmi Latasa,ESP,1555,2,2,,22
Juanpe,ESP,746,0,0,,32
Jude Bellingham,ENG,2315,19,18,,20
Julen Agirrezabala,ESP,238,0,0,,22
Jules Koundé,FRA,2899,1,1,,24
Julian Araujo,MEX,1462,1,1,,21
Julian Brandt,GER,2223,7,7,,27
Julian Chabot,GER,2703,0,0,,25
Julian Justvan,GER,1072,2,2,,25
Julian Ryerson,NOR,1767,4,4,,25
Julian Weigl,GER,2764,2,0,,27
Julien Duranville,BEL,12,0,0,,17
Julien Laporte,FRA,1818,0,0,,29
Julien Le Cardinal,FRA,531,0,0,,25
Julien Ponceau,FRA,2244,3,3,,22
Julio Enciso,PAR,475,0,0,,19
Julián Malatini,ARG,602,1,1,,22
Julián Álvarez,ARG,2647,11,9,,23
Junior Adamu,AUT,105,0,0,,22
Junior Dina Ebimbe,CMR,1956,5,5,,22
Junior Messias,BRA,1053,1,1,,32
Junior Mwanga,FRA,1450,1,1,,20
Junior Sambia,FRA,1032,1,1,,26
Junya Ito,JPN,2714,3,3,,30
Jurriën Timber,NED,71,0,0,,22
Justin Diehl,GER,168,0,0,,18
Justin Kluivert,NED,1916,7,7,,24
Justin Kumi,ITA,4,0,0,,19
Justin Njinmah,GER,1016,6,6,,22
Jáder Durán,COL,475,5,5,,19
Jérémie Bela,ANG,203,0,0,,30
Jérémy Jacquet,FRA,258,0,0,,18
Jérémy Le Douaron,FRA,1618,4,4,,25
Jérémy Sebas,MTQ,399,2,2,,20
Jérôme Boateng,GER,238,0,0,,34
Jérôme Roussillon,FRA,752,0,0,,30
Jóhann Berg Guðmundsson,ISL,1192,1,1,,32
Jørgen Strand Larsen,NOR,2863,13,13,,23
Kacper Urbanski,POL,926,0,0,,18
Kaelan Casey,ENG,1,0,0,,18
Kai Havertz,GER,2634,13,12,,24
Kaide Gordon,ENG,1,0,0,,18
Kaiky,BRA,523,1,1,,19
Kaine Kesler-Hayden,ENG,6,0,0,,20
Kaio Jorge,BRA,812,3,2,,21
Kalvin Phillips,ENG,402,0,0,,27
Kamil Jóźwiak,POL,571,0,0,,25
Kamil Piątkowski,POL,505,0,0,,23
Kamory Doumbia,MLI,879,6,6,,20
Kaoru Mitoma,JPN,1486,3,3,,26
Karamoko Dembélé,ENG,16,0,0,,20
Karim Adeyemi,GER,913,3,3,,21
Karim Onisiwo,AUT,1493,1,1,,31
Karl Etta Eyong,CMR,21,0,0,,19
Karlo Lulić,CRO,19,0,0,,27
Karol Linetty,POL,1858,0,0,,28
Karol Świderski,POL,504,2,2,,26
Kasim Nuhu,GHA,5,0,0,,28
Kassoum Ouattara,FRA,636,1,1,,18
Keane Lewis-Potter,ENG,1441,3,3,,22
Keinan Davis,ENG,186,1,1,,25
Keito Nakamura,JPN,1381,4,4,,23
Kelvin Amian,FRA,798,0,0,,25
Kelvin Yeboah,ITA,276,0,0,,23
Kenan Yıldız,TUR,952,2,2,,18
Kenneth Schmidt,GER,68,0,0,,21
Kenny Lala,MAD,2970,2,2,,31
Kenny Tete,NED,867,1,1,,27
Kepa Arrizabalaga,ESP,1198,0,0,,28
Keven Schlotterbeck,GER,2185,5,5,,26
Kevin Akpoguma,NGA,1097,0,0,,28
Kevin Behrens,GER,1878,5,5,,32
Kevin Bonifazi,ITA,399,0,0,,27
Kevin Danso,AUT,2655,1,1,,24
Kevin De Bruyne,BEL,1221,4,4,,32
Kevin Kampl,SVN,1363,1,1,,32
Kevin Mbabu,SUI,2047,0,0,,28
Kevin Miranda,ITA,14,0,0,,20
Kevin Müller,GER,3060,0,0,,32
Kevin Paredes,USA,1432,3,3,,20
Kevin Schade,GER,333,2,2,,21
Kevin Sessa,GER,1011,3,3,,23
Kevin Strootman,NED,1207,0,0,,33
Kevin Stöger,AUT,2668,7,3,,29
Kevin Trapp,GER,2880,0,0,,33
Kevin Vogt,GER,2642,0,0,,31
Kevin Volland,GER,1345,3,1,,31
Kevin Vázquez,ESP,700,0,0,,30
Kevin Zeroli,ITA,28,0,0,,18
Keyliane Abdallah,FRA,4,0,0,,17
Keylor Navas,CRC,360,0,0,,36
Khalil Fayad,FRA,1025,3,3,,19
Khvicha Kvaratskhelia,GEO,2737,11,11,,22
Khéphren Thuram,FRA,2108,1,1,,22
Kieffer Moore,WAL,108,1,1,,30
Kieran Tierney,SCO,1238,0,0,,26
Kieran Trippier,ENG,2236,1,1,,32
Kike Barja,ESP,303,0,0,,26
Kike Pérez,ESP,835,1,1,,26
Kike Salas,ESP,1605,3,3,,21
Kiko Femenía,ESP,1583,0,0,,32
Kiké,ESP,1423,3,3,,33
Kilian Fischer,GER,291,0,0,,22
Kiliann Sildillia,FRA,1806,0,0,,21
Kim Min-jae,KOR,1970,1,1,,26
Kingsley Coman,FRA,1113,3,3,,27
Kingsley Ehizibue,NED,955,0,0,,28
Kingstone Mutandwa,ZAM,39,1,1,,20
Kirian Rodríguez,ESP,3211,6,6,,27
Kjell-Arik Wätjen,GER,105,0,0,,17
Klaus Gjasula,ALB,1363,0,0,,33
Ko Itakura,JPN,1596,3,3,,26
Kobbie Mainoo,ENG,1924,3,3,,18
Koen Casteels,BEL,2250,0,0,,31
Koffi Djidji,CIV,759,0,0,,30
Koffi Kouao,CIV,860,0,0,,25
Kofi Amoako,GER,2,0,0,,18
Koke,ESP,2493,0,0,,31
Komnen Andrić,SRB,169,0,0,,28
Koni De Winter,BEL,2380,0,0,,21
Konrad Laimer,AUT,1772,0,0,,26
Konstantinos Mavropanos,GRE,1500,1,1,,25
Kostas Manolas,GRE,488,0,0,,32
Kostas Tsimikas,GRE,679,0,0,,27
Kristian Thorstvedt,NOR,2397,6,6,,24
Kristijan Jakić,CRO,1251,2,2,,26
Kristjan Asllani,ALB,787,1,1,,21
Kristoffer Ajer,NOR,1832,2,2,,25
Krépin Diatta,SEN,1206,0,0,,24
Kurt Zouma,FRA,2838,3,3,,28
Kyle Walker,ENG,2767,0,0,,33
Kylian Mbappé,FRA,2158,27,21,,24
Kévin Gameiro,FRA,1346,4,2,,36
Kévin Keben Biakolo,CMR,521,0,0,,19
Kévin N'Doram,FRA,1604,0,0,,27
Kévin Van Den Kerkhof,ALG,1913,1,1,,27
Lameck Banda,ZAM,1350,2,2,,22
Lamine Camara,SEN,2255,1,1,,19
Lamine Diack,SEN,1,0,0,,22
Lamine Yamal,ESP,2201,5,5,,16
Lapo Nava,ITA,3,0,0,,19
Largie Ramazani,BEL,1555,3,3,,22
Lassana Coulibaly,MLI,2082,0,0,,27
Laurent Abergel,FRA,2860,2,2,,30
Lautaro Gianetti,ARG,630,1,1,,29
Lautaro Martínez,ARG,2656,24,22,,25
Layvin Kurzawa,FRA,9,0,0,,30
Lazar Samardzic,SRB,2372,6,5,,21
Leander Dendoncker,BEL,143,1,1,,28
Leandro Barreiro Martins,LUX,2606,4,4,,23
Leandro Paredes,ARG,2634,3,0,,29
Leandro Trossard,BEL,1649,12,12,,28
Leart Paqarada,KVX,1075,0,0,,28
Lebo Mothiba,RSA,617,3,3,,27
Lee Jae-sung,KOR,2113,6,6,,30
Lee Kang-in,KOR,1464,3,3,,22
Lennard Maloney,USA,2284,1,1,,23
Leny Yoro,FRA,2673,2,2,,17
Leo Skiri Østigård,NOR,1625,1,1,,23
Leon Bailey,JAM,2068,10,10,,25
Leon Chiwome,ENG,174,0,0,,17
Leon Goretzka,GER,2241,6,6,,28
Leon Opitz,GER,18,0,0,,18
Leonardo Balerdi,ARG,2271,2,2,,24
Leonardo Bittencourt,GER,1578,1,1,,29
Leonardo Bonucci,ITA,460,1,0,,36
Leonardo Cerri,ITA,7,0,0,,20
Leonardo Mendicino,ITA,1,0,0,,17
Leonardo Pavoletti,ITA,628,4,4,,34
Leonardo Spinazzola,ITA,1312,1,1,,30
Leonidas Stergiou,SUI,594,1,1,,21
Leroy Sané,GER,2137,8,8,,27
Lesley Ugochukwu,FRA,301,0,0,,19
Levi Colwill,ENG,1797,1,1,,20
Lewis Cook,ENG,2786,0,0,,26
Lewis Dobbin,ENG,232,1,1,,20
Lewis Dunk,ENG,2869,3,3,,31
Lewis Ferguson,SCO,2712,6,6,,23
Lewis Hall,ENG,781,1,1,,18
Lewis Miley,ENG,1202,1,1,,17
Lewis Warrington,ENG,1,0,0,,20
Liam Henderson,SCO,5,0,0,,27
Liberato Cacace,NZL,1912,0,0,,22
Lilian Brassier,FRA,2677,3,3,,23
Lilian Egloff,GER,106,0,0,,20
Linton Maina,GER,1901,1,1,,24
Lisandro Martínez,ARG,646,0,0,,25
Lloyd Kelly,ENG,1559,0,0,,24
Logan Costa,CPV,2650,1,1,,22
Lorenz Assignon,TOG,2245,2,2,,23
Lorenzo Amatucci,ITA,22,0,0,,19
Lorenzo Colombo,ITA,1359,4,4,,21
Lorenzo De Silvestri,ITA,674,2,2,,35
Lorenzo Lucca,ITA,2592,8,8,,22
Lorenzo Montipò,ITA,3330,0,0,,27
Lorenzo Pellegrini,ITA,1859,8,7,,27
Lorenzo Pirola,ITA,1987,1,1,,21
Lorenzo Venuti,ITA,364,0,0,,28
Loris Karius,GER,90,0,0,,30
Loris Mouyokolo,FRA,90,0,0,,22
Loum Tchaouna,FRA,2100,4,4,,19
Lovro Majer,CRO,2122,5,3,,25
Lovro Zvonarek,CRO,163,1,1,,18
Loïc Bade,FRA,2277,0,0,,23
Loïc Nego,HUN,1561,0,0,,32
Loïs Openda,BEL,2697,24,22,,23
Luca Caldirola,ITA,2141,1,1,,32
Luca Garritano,ITA,485,0,0,,29
Luca Gemello,ITA,180,0,0,,23
Luca Kilian,GER,635,0,0,,23
Luca Koleosho,ITA,974,1,1,,18
Luca Lipani,ITA,384,0,0,,18
Luca Mazzitelli,ITA,2210,5,5,,27
Luca Netz,GER,2225,0,0,,20
Luca Pellegrini,ITA,786,1,1,,24
Luca Pfeiffer,GER,1619,1,1,,26
Luca Raimund,GER,30,0,0,,18
Luca Ranieri,ITA,2065,2,2,,24
Luca Waldschmidt,GER,1146,3,3,,27
Luca de la Torre,USA,1956,1,1,,25
Lucas,BRA,1539,1,1,,22
Lucas Beltrán,ARG,1692,6,5,,22
Lucas Beraldo,BRA,1008,1,1,,19
Lucas Boyé,ARG,2541,6,6,,27
Lucas Chevalier,FRA,2969,0,0,,21
Lucas Digne,FRA,2410,1,1,,30
Lucas Hernández,FRA,1909,1,1,,27
Lucas Höler,GER,2305,7,6,,29
Lucas Martínez Quarta,ARG,2291,5,5,,27
Lucas Michal,FRA,7,0,0,,18
Lucas Mincarelli,FRA,978,1,1,,19
Lucas Ocampos,ARG,2871,4,3,,29
Lucas Paquetá,BRA,2622,4,2,,25
Lucas Perrin,FRA,2723,0,0,,24
Lucas Robertone,ARG,2381,0,0,,26
Lucas Torró,ESP,1788,1,1,,29
Lucas Tousart,FRA,1572,0,0,,26
Lucas Vázquez,ESP,1419,3,3,,32
Lucien Agoume,FRA,782,0,0,,21
Luck Zogbé,CIV,11,0,0,,18
Ludovic Ajorque,FRA,1360,2,2,,29
Ludovic Blas,FRA,1563,4,3,,25
Luigi Canotto,ITA,16,0,0,,29
Luis Alberto,ESP,2311,5,5,,30
Luis Díaz,COL,2629,8,8,,26
Luis Henrique,BRA,784,1,1,,21
Luis Hernández,ESP,723,1,1,,34
Luis Javier Suárez,COL,917,6,5,,25
Luis Milla,ESP,2115,0,0,,28
Luis Muriel,COL,409,2,2,,32
Luis Rioja,ESP,2498,5,2,,29
Luis Sinisterra,COL,699,2,2,,24
Luiz Felipe,ITA,360,0,0,,26
Luiz Henrique,BRA,616,0,0,,22
Luka Jović,SRB,877,6,6,,25
Luka Modrić,CRO,1688,2,2,,37
Luka Romero,ARG,526,3,3,,18
Lukas Daschner,GER,536,1,1,,24
Lukas Klostermann,GER,1436,1,1,,27
Lukas Kübler,GER,1847,1,1,,30
Lukas Nmecha,GER,42,1,1,,24
Lukas Ullrich,GER,47,0,0,,19
Luke Berry,ENG,323,2,2,,31
Luke Harris,WAL,75,0,0,,18
Luke Shaw,ENG,959,0,0,,28
Luke Thomas,ENG,917,0,0,,22
Lukáš Hrádecký,FIN,2970,0,0,,33
Luís Maximiano,POR,2970,0,0,,24
Lyle Foster,RSA,1899,5,5,,22
Lázaro,BRA,285,0,0,,21
Léo Baptistão,BRA,1837,6,6,,30
Léo Leroy,FRA,499,0,0,,23
M'Bala Nzola,ANG,1552,3,2,,26
M'Baye Niang,SEN,708,6,2,,28
Mads Juel Andersen,DEN,400,1,1,,25
Mads Pedersen,DEN,1786,1,1,,26
Mads Roerslev,DEN,1985,1,1,,24
Maduka Okoye,NGA,1890,0,0,,23
Maghnes Akliouche,FRA,1613,7,7,,21
Mahamadou Diawara,FRA,358,0,0,,18
Mahamadou Nagida,CMR,106,0,0,,18
Mahdi Camara,FRA,2020,7,6,,25
Mahmoud Dahoud,GER,679,1,1,,27
Mahmut Kücüksahin,,1,0,0,,19
Makoto Hasebe,JPN,218,0,0,,39
Malick Fofana,BEL,559,3,3,,18
Malick Mbaye,SEN,153,0,0,,19
Malick Thiaw,GER,1619,0,0,,21
Malo Gusto,FRA,1751,0,0,,20
Mama Samba Baldé,GNB,551,2,2,,27
Mamadou Coulibaly,FRA,118,0,0,,19
Mamadou Coulibaly,SEN,3,0,0,,24
Mamadou Diakhon,FRA,209,0,0,,17
Mamadou Mbaye,SEN,288,0,0,,25
Mamadou Sakho,FRA,7,0,0,,33
Mamadou Sarr,SEN,8,0,0,,17
Mamadou Sylla,SEN,18,0,0,,29
Mamady Bangré,BFA,101,0,0,,22
Manor Solomon,ISR,199,0,0,,24
Manu Bueno,ESP,117,0,0,,19
Manu Koné,FRA,1561,1,1,,22
Manu Morlanes,ESP,1615,0,0,,24
Manu Sánchez,ESP,1775,0,0,,22
Manu Trigueros,ESP,309,0,0,,31
Manuel Akanji,SUI,2511,2,2,,28
Manuel Gulde,GER,2047,1,1,,32
Manuel Lazzari,ITA,1671,0,0,,29
Manuel Locatelli,ITA,3008,1,1,,25
Manuel Neuer,GER,2053,0,0,,37
Manuel Riemann,GER,2970,0,0,,34
Manuel Ugarte,URU,1932,0,0,,22
Marash Kumbulla,ALB,362,0,0,,23
Marc Bartra,ESP,225,0,0,,32
Marc Cardona,ESP,737,4,3,,28
Marc Casado,ESP,15,0,0,,19
Marc Cucurella,ESP,1782,0,0,,25
Marc Guiu,ESP,74,1,1,,17
Marc Guéhi,ENG,2021,0,0,,23
Marc Martínez,ESP,270,0,0,,33
Marc Pubill,ESP,1883,1,1,,20
Marc Roca,ESP,1980,2,2,,26
Marc-André ter Stegen,GER,2520,0,0,,31
Marcel Sabitzer,AUT,1961,4,3,,29
Marcel Schuhen,GER,2790,0,0,,30
Marciano Tchami,GNB,43,0,0,,19
Marcin Bułka,POL,3060,0,0,,23
Marcin Listkowski,POL,8,0,0,,25
Marco Asensio,ESP,1113,4,4,,27
Marco Bizot,NED,2876,0,0,,32
Marco Brescianini,ITA,2321,4,4,,23
Marco Carnesecchi,ITA,2425,0,0,,23
Marco Friedl,AUT,2197,1,1,,25
Marco Mancosu,ITA,156,0,0,,34
Marco Pellegrino,ARG,613,0,0,,21
Marco Reus,GER,1601,6,6,,34
Marco Richter,GER,717,1,1,,25
Marco Silvestri,ITA,1530,0,0,,32
Marco Sportiello,ITA,630,0,0,,31
Marcos Acuña,ARG,1292,1,1,,31
Marcos Alonso,ESP,252,0,0,,32
Marcos Llorente,ESP,2565,6,6,,28
Marcos Peña,ESP,441,0,0,,18
Marcos Senesi,ARG,2242,4,4,,26
Marcus Coco,FRA,1481,1,1,,27
Marcus Müller,GER,18,0,0,,20
Marcus Pedersen,NOR,1613,0,0,,23
Marcus Rashford,ENG,2271,7,5,,25
Marcus Tavernier,ENG,2118,3,3,,24
Marcus Thuram,FRA,2687,13,13,,25
Marcão,BRA,355,0,0,,27
Mariano,DOM,244,0,0,,29
Marin Pongračić,CRO,3219,0,0,,25
Mario Dominguez,ESP,25,0,0,,19
Mario Gila,ESP,1809,0,0,,22
Mario Götze,GER,2068,3,3,,31
Mario Hermoso,ESP,2557,0,0,,28
Mario Lemina,GAB,2968,4,4,,29
Mario Martín,ESP,18,0,0,,19
Mario Pašalić,CRO,2051,6,4,,28
Marius Bülter,GER,1351,1,1,,30
Marius Wolf,GER,1166,0,0,,28
Mark Flekken,NED,3285,0,0,,30
Mark O'Mahony,IRL,63,0,0,,18
Mark Travers,IRL,360,0,0,,24
Mark Uth,GER,373,0,0,,31
Marko Arnautović,AUT,801,5,5,,34
Marko Dmitrović,SRB,1170,0,0,,31
Marko Milovanović,SRB,308,1,1,,19
Marko Mladenović,SRB,6,0,0,,18
Marley Aké,FRA,10,0,0,,22
Marnon Busch,GER,595,0,0,,28
Marquinhos,BRA,1691,0,0,,20
Marshall Munetsi,ZIM,2173,4,4,,27
Marten de Roon,NED,2599,0,0,,32
Martin Dúbravka,SVK,1985,0,0,,34
Martin Erlic,CRO,2618,1,1,,25
Martin Hongla,CMR,1646,0,0,,25
Martin Satriano,URU,1864,4,4,,22
Martin Terrier,FRA,1527,7,7,,26
Martin Valjent,SVK,2349,0,0,,27
Martin Ødegaard,NOR,3091,8,6,,24
Martín Payero,ARG,1796,2,2,,24
Martín Zubimendi,ESP,2654,4,4,,24
Marvelous Nakamba,ZIM,1130,0,0,,29
Marvin,ESP,1855,0,0,,23
Marvin Cuni,ALB,534,1,1,,22
Marvin Ducksch,GER,2696,12,7,,29
Marvin Friedrich,GER,1566,0,0,,27
Marvin Mehlem,GER,1482,3,3,,25
Marvin Pieringer,GER,1513,3,3,,23
Marvin Schwäbe,GER,3060,0,0,,28
Marvin Senaya,TOG,2138,1,1,,22
Masaya Okugawa,JPN,32,0,0,,27
Mason Burstow,ENG,9,0,0,,19
Mason Greenwood,ENG,2662,8,6,,21
Mason Holgate,JAM,710,0,0,,26
Mason Mount,ENG,516,1,1,,24
Massadio Haïdara,MLI,741,0,0,,30
Massamba Ndiaye,SEN,360,0,0,,21
Matej Kovar,CZE,90,0,0,,23
Matej Maglica,CRO,1698,1,1,,24
Mateo Kovačić,CRO,1551,1,1,,29
Mateo Retegui,ITA,2216,7,6,,24
Mateu Morey,ESP,110,0,0,,23
Mateus Lusuardi,BRA,219,0,0,,19
Mateusz Wieteska,POL,1139,1,1,,26
Mateusz Łęgowski,POL,1145,0,0,,20
Matheus Cunha,BRA,2440,12,11,,24
Matheus França,BRA,232,0,0,,19
Matheus Henrique,BRA,2501,2,2,,25
Matheus Nunes,POR,840,0,0,,24
Mathias Honsak,AUT,1021,1,1,,26
Mathias Jensen,DEN,2204,3,3,,27
Mathias Jørgensen,DEN,1087,1,1,,33
Mathias Olesen,LUX,112,0,0,,22
Mathias Pereira Lage,POR,1187,3,3,,26
Mathieu Gorgelin,FRA,90,0,0,,32
Mathis Lambourde,FRA,10,0,0,,17
Mathys Tel,FRA,1050,7,7,,18
Mathías Olivera,URU,1569,1,1,,25
Matias Arezo,URU,369,0,0,,20
Matija Nastasić,SRB,2258,2,2,,30
Mats Hummels,GER,1581,3,3,,34
Matt Doherty,IRL,1150,1,1,,31
Matt Ritchie,SCO,128,1,1,,33
Matt Targett,ENG,78,0,0,,27
Matt Turner,USA,1530,0,0,,29
Matteo Cancellieri,ITA,1788,4,4,,21
Matteo Darmian,ITA,2404,2,2,,33
Matteo Gabbia,ITA,1752,2,2,,23
Matteo Lovato,ITA,1491,0,0,,23
Matteo Perez Vinlöf,SWE,16,0,0,,17
Matteo Pessina,ITA,3222,6,2,,26
Matteo Politano,ITA,2360,8,6,,29
Matteo Prati,ITA,1972,1,1,,19
Matteo Ruggeri,ITA,2449,0,0,,21
Matthias Bader,GER,1802,1,1,,26
Matthias Ginter,GER,1913,0,0,,29
Matthieu Udol,FRA,2700,3,3,,27
Matthijs de Ligt,NED,1390,2,2,,23
Matthis Abline,FRA,1044,5,5,,20
Mattia Bani,ITA,2306,2,2,,29
Mattia Caldara,ITA,33,0,0,,29
Mattia De Sciglio,ITA,45,0,0,,30
Mattia Destro,ITA,366,0,0,,32
Mattia Perin,ITA,225,0,0,,30
Mattia Viti,ITA,979,1,1,,21
Mattia Zaccagni,ITA,1956,6,6,,28
Mattias Svanberg,SWE,1715,1,1,,24
Matty Cash,POL,2142,2,2,,25
Mattéo Guendouzi,FRA,2386,2,2,,24
Matz Sels,BEL,3150,0,0,,31
Matìas Soulé,ARG,3121,11,6,,20
Matías Vecino,URU,1153,6,6,,31
Matías Viña,URU,1014,0,0,,25
Matúš Bero,SVK,1661,1,1,,27
Mauro Arambarri,URU,339,0,0,,27
Max Aarons,ENG,1237,0,0,,23
Max Finkgräfe,GER,1756,1,1,,19
Max Kilman,ENG,3420,2,2,,26
Max Lowe,ENG,503,0,0,,26
Max Moerstedt,GER,12,0,0,,17
Max Svensson,ESP,3,0,0,,21
Maxence Caqueret,FRA,3022,1,1,,23
Maxence Lacroix,FRA,2362,4,4,,23
Maxi Gómez,URU,1163,0,0,,26
Maxim Leitsch,GER,379,0,0,,25
Maxime Busi,BEL,162,0,0,,23
Maxime Colin,FRA,1832,0,0,,31
Maxime Estève,FRA,2304,1,1,,21
Maxime Gonalons,FRA,1296,1,1,,34
Maxime Lopez,FRA,940,0,0,,25
Maximilian Arnold,GER,2506,2,2,,29
Maximilian Bauer,GER,810,1,1,,23
Maximilian Beier,GER,2420,16,16,,20
Maximilian Breunig,GER,9,0,0,,22
Maximilian Eggestein,GER,2914,1,1,,26
Maximilian Mittelstädt,GER,2103,2,2,,26
Maximilian Philipp,GER,323,1,1,,29
Maximilian Wittek,GER,1070,3,3,,27
Maximilian Wöber,AUT,2066,2,2,,25
Maximiliano Caufriez,BEL,1659,0,0,,26
Maxwel Cornet,CIV,112,1,1,,26
Medon Berisha,ALB,205,0,0,,19
Mehdi Bourabia,MAR,200,0,0,,31
Mehdi Zeffane,ALG,1231,0,0,,31
Melvin Bard,FRA,2654,1,1,,22
Memphis,NED,893,5,5,,29
Mergim Berisha,GER,266,0,0,,25
Merlin Röhl,GER,1477,2,2,,21
Mert Kömür,GER,118,1,1,,18
Merveille Papela,GER,257,0,0,,22
Michael Amir Murillo,PAN,997,3,3,,27
Michael Folorunsho,ITA,2781,5,5,,25
Michael Gregoritsch,AUT,1682,7,7,,29
Michael Kayode,ITA,2058,1,1,,19
Michael Keane,ENG,439,1,1,,30
Michael Ndiweni,ENG,1,0,0,,19
Michael Obafemi,IRL,20,0,0,,23
Michael Olakigbe,ENG,59,0,0,,19
Michael Olise,FRA,1275,10,9,,21
Michael Zetterer,GER,2430,0,0,,28
Michail Antonio,JAM,1695,6,6,,33
Michel Aebischer,SUI,2230,0,0,,26
Michel Ndary Adopo,FRA,109,0,0,,23
Michele Cerofolini,ITA,675,0,0,,24
Michele Di Gregorio,ITA,2872,0,0,,26
Micky van de Ven,NED,2339,3,3,,22
Miguel,ESP,65,0,0,,23
Miguel Almirón,PAR,1937,3,3,,29
Miguel Gutiérrez,ESP,3032,2,2,,22
Miguel Rodríguez,ESP,300,0,0,,20
Miguel Ángel Rubio,ESP,1560,1,1,,25
Mihailo Ristić,SRB,808,0,0,,27
Mika Mármol,ESP,3178,0,0,,22
Mike Maignan,FRA,2609,0,0,,28
Mike Trésor,BEL,420,0,0,,24
Mikel Jauregizar,ESP,151,0,0,,19
Mikel Merino,ESP,2482,5,5,,27
Mikel Oyarzabal,ESP,2156,9,7,,26
Mikel Vesga,ESP,1534,3,1,,30
Mikey Moore,ENG,4,0,0,,15
Mikkel Damsgaard,DEN,842,0,0,,23
Mikkel Desler,DEN,1544,0,0,,28
Mikkel Kaufmann,DEN,486,1,1,,22
Milan Badelj,CRO,2535,1,1,,34
Milan Đurić,BIH,2461,9,8,,33
Milan Škriniar,SVK,1629,0,0,,28
Mile Svilar,SRB,1350,0,0,,23
Milos Kerkez,HUN,1970,0,0,,19
Miloš Pantović,SRB,15,1,1,,27
Miloš Veljković,SRB,1920,2,2,,27
Milutin Osmajić,MNE,5,0,0,,24
Mirko Marić,CRO,287,1,1,,28
Mitchel Bakker,NED,382,1,1,,23
Mitchell Weiser,GER,2636,3,3,,29
Modibo Sagnan,MLI,1054,2,2,,24
Mohamed Ali Cho,FRA,1110,1,1,,19
Mohamed Bamba,CIV,1138,8,7,,21
Mohamed Bechikh,FRA,14,0,0,,18
Mohamed Bouchenna,FRA,29,0,0,,17
Mohamed Camara,MLI,1035,1,0,,23
Mohamed Daramy,DEN,1648,4,3,,21
